neuron_i,neuron_label,area,ramp_type,onset_ms
14217,X110420_146_3,24c,Negative,180.0
14226,X110520_031_2,13l,Negative,231.0
14236,X110520_066_4,12l,Positive,425.0
14247,X110520_105_5,6DC,Negative,169.0
14250,X110520_109_1,6DR,Negative,621.0
14251,X110520_109_2,6DR,Negative,439.0
14256,X110520_145_2,24c,Positive,459.0
14264,X110620_021_2,11ml,Negative,118.0
14273,X110620_039_7,13l,Negative,497.0
14278,X110620_066_2,12l,Negative,193.0
14281,X110620_075_5,8B,Negative,464.0
14282,X110620_075_6,8B,Negative,518.0
14294,X110620_104_2,45,Positive,589.0
14296,X110620_105_5,6DC,Negative,15.0
14298,X110620_109_4,6DR,Positive,399.0
14302,X110620_117_7,pu,Negative,661.0
14304,X110620_145_2,24c,Positive,293.0
14308,X110920_021_2,11ml,Negative,0.0
14309,X110920_023_2,46v,Negative,351.0
14315,X110920_037_3,12o,Positive,577.0
14320,X110920_066_2,12l,Negative,0.0
14322,X110920_078_1,12o,Positive,20.0
14327,X110920_093_1,45,Positive,606.0
14343,X110920_145_3,24c,Positive,4.0
14344,X110920_146_3,24c,Negative,633.0
14345,X110920_147_4,24c,Positive,373.0
14349,X111020_012_3,12m,Negative,395.0
14350,X111020_015_3,46v,Negative,439.0
14353,X111020_029_3,12m,Negative,223.0
14368,X111020_086_4,8B,Positive,421.0
14379,X111020_141_1,pu,Positive,547.0
14382,X111020_147_1,24c,Positive,490.0
14386,X111120_004_3,12m,Positive,474.0
14391,X111120_016_3,11ml,Positive,146.0
14397,X111120_034_3,13m,Negative,307.0
14404,X111120_056_2,12l,Negative,218.0
14409,X111120_066_3,12l,Positive,680.0
14413,X111120_077_2,12l,Negative,239.0
14414,X111120_078_5,12o,Positive,334.0
14422,X111120_103_5,44,Negative,361.0
14423,X111120_106_3,AMG,Negative,0.0
14425,X111120_117_3,pu,Positive,577.0
14438,X111220_012_4,12m,Positive,547.0
14440,X111220_029_2,12m,Negative,162.0
14456,X111220_067_2,12o,Positive,517.0
14465,X111220_078_3,12o,Positive,363.0
14466,X111220_078_6,12o,Negative,510.0
14467,X111220_080_4,AI,Positive,607.0
14468,X111220_086_1,8B,Positive,295.0
14470,X111220_086_5,8B,Positive,247.0
14473,X111220_091_4,44,Positive,219.0
14481,X111220_108_3,6DC,Negative,92.0
14483,X111220_112_3,cd,Negative,0.0
14495,X111320_020_2,12m,Positive,610.0
14499,X111320_032_4,13m,Positive,133.0
14500,X111320_032_9,13m,Negative,51.0
14503,X111320_037_5,12o,Positive,140.0
14505,X111320_039_5,13l,Negative,435.0
14507,X111320_040_3,13l,Negative,538.0
14511,X111320_057_5,12o,Positive,481.0
14514,X111320_069_3,AI,Positive,361.0
14520,X111320_086_4,8B,Positive,141.0
14521,X111320_086_6,8B,Negative,362.0
14523,X111320_091_4,44,Positive,283.0
14527,X111320_100_7,24c,Positive,583.0
14532,X111320_108_2,6DC,Negative,276.0
14534,X111320_117_4,pu,Positive,487.0
14542,X111320_142_2,AMG,Negative,534.0
14552,X111620_031_4,13l,Negative,235.0
14564,X111620_057_2,12o,Positive,556.0
14567,X111620_068_2,12o,Positive,633.0
14573,X111620_077_4,12l,Negative,0.0
14578,X111620_102_3,6VaVb,Negative,647.0
14587,X111620_133_2,pu,Negative,584.0
14588,X111620_134_3,cd,Negative,305.0
14589,X111620_136_3,cd,Positive,24.0
14590,X111620_139_1,pu,Negative,541.0
14597,X111720_006_2,11ml,Positive,499.0
14602,X111720_022_3,11ml,Positive,607.0
14604,X111720_023_3,11ml,Negative,368.0
14610,X111720_037_3,12o,Positive,707.0
14625,X111720_073_2,AI,Negative,217.0
14630,X111720_099_2,cd,Negative,515.0
14635,X111720_108_3,6DC,Negative,277.0
14636,X111720_116_2,pu,Negative,251.0
14637,X111720_117_3,pu,Positive,6.0
14651,X111820_014_3,11ml,Negative,0.0
14652,X111820_020_3,12m,Positive,657.0
14653,X111820_023_2,11ml,Positive,0.0
14681,X111820_116_3,pu,Negative,19.0
14682,X111820_129_2,AMG,Positive,635.0
14685,X111820_146_3,24c,Positive,260.0
14688,X111820_156_2,24c,Positive,0.0
14698,X111920_014_2,11ml,Positive,597.0
14700,X111920_023_2,11ml,Positive,313.0
14706,X111920_054_2,13m,Positive,67.0
14707,X111920_057_4,12o,Positive,618.0
14714,X111920_086_2,8B,Negative,395.0
14715,X111920_087_4,cd,Negative,313.0
14720,X111920_116_3,pu,Negative,194.0
14723,X111920_134_4,cd,Negative,0.0
14726,X111920_151_5,pu,Negative,355.0
14732,X112020_007_4,11ml,Negative,659.0
14736,X112020_022_3,11ml,Negative,395.0
14741,X112020_044_3,13m,Negative,0.0
14747,X112020_066_4,12l,Negative,90.0
14748,X112020_066_5,12l,Positive,619.0
14753,X112020_087_4,cd,Negative,369.0
14785,X112320_014_2,11ml,Positive,540.0
14786,X112320_015_1,11ml,Positive,0.0
14791,X112320_021_3,11ml,Negative,388.0
14793,X112320_034_2,13m,Positive,280.0
14795,X112320_039_3,13l,Negative,0.0
14813,X112320_068_5,12o,Negative,0.0
14823,X112320_093_3,44,Positive,573.0
14828,X112320_103_1,44,Positive,199.0
14830,X112320_104_4,45,Positive,210.0
14834,X112320_116_2,pu,Positive,137.0
14837,X112320_129_3,AMG,Positive,578.0
14842,X112320_156_1,24c,Positive,401.0
14848,X112420_032_1,13m,Positive,317.0
14850,X112420_039_1,13l,Negative,12.0
14852,X112420_047_1,12o,Negative,640.0
14856,X112420_066_2,12l,Positive,608.0
14857,X112420_066_4,12l,Positive,42.0
14858,X112420_066_5,12l,Positive,251.0
14859,X112420_069_3,AI,Negative,0.0
14865,X112420_077_4,12l,Positive,523.0
14867,X112420_085_2,cd,Positive,0.0
14868,X112420_085_4,cd,Positive,243.0
14869,X112420_086_2,8B,Negative,0.0
14870,X112420_086_5,8B,Negative,355.0
14871,X112420_091_2,44,Negative,0.0
14874,X112420_093_1,44,Positive,233.0
14875,X112420_093_3,44,Positive,590.0
14878,X112420_103_2,44,Positive,0.0
14880,X112420_104_3,45,Positive,481.0
14883,X112420_108_6,6DC,Negative,343.0
14885,X112420_109_6,cd,Negative,0.0
14891,X112420_153_9,pu,Negative,0.0
14897,X112520_013_2,11ml,Negative,68.0
14898,X112520_014_3,11ml,Positive,205.0
14903,X112520_031_4,13l,Positive,607.0
14906,X112520_037_4,12o,Positive,474.0
14907,X112520_042_3,13l,Negative,359.0
14908,X112520_042_4,13l,Negative,0.0
14917,X112520_066_3,12l,Positive,270.0
14918,X112520_066_4,12l,Positive,635.0
14919,X112520_066_5,12l,Positive,191.0
14928,X112520_085_2,cd,Positive,0.0
14934,X112520_091_4,44,Negative,572.0
14935,X112520_091_6,44,Negative,620.0
14940,X112520_103_3,44,Negative,213.0
14953,X112520_146_2,24c,Negative,391.0
14955,X112520_147_5,24c,Negative,351.0
14957,X112520_153_2,pu,Positive,300.0
14961,X113020_004_3,12m,Positive,76.0
14964,X113020_014_4,11ml,Negative,419.0
14967,X113020_024_3,11ml,Negative,632.0
14969,X113020_037_2,12o,Positive,580.0
14981,X113020_066_1,12l,Positive,222.0
14983,X113020_066_3,12l,Positive,507.0
14984,X113020_066_6,12l,Positive,562.0
14987,X113020_077_7,12l,Positive,360.0
14990,X113020_085_1,cd,Positive,0.0
14991,X113020_085_2,cd,Positive,353.0
14993,X113020_098_3,cd,Negative,360.0
14999,X113020_108_5,6DC,Negative,507.0
15007,X113020_145_6,cd,Positive,609.0
15014,X120120_004_3,12m,Positive,629.0
15015,X120120_004_4,12m,Positive,0.0
15018,X120120_014_2,11ml,Positive,55.0
15019,X120120_014_6,11ml,Negative,309.0
15021,X120120_020_5,12m,Positive,309.0
15023,X120120_031_2,13l,Positive,601.0
15040,X120120_067_2,12o,Positive,9.0
15041,X120120_077_3,12l,Positive,135.0
15050,X120120_104_3,45,Positive,590.0
15055,X120120_135_2,cd,Negative,211.0
15056,X120120_139_3,AMG,Positive,733.0
15058,X120120_142_1,AMG,Negative,366.0
15062,X120219_006_4,46d,Positive,254.0
15071,X120219_113_1,6DR,Negative,0.0
15085,X120220_004_6,12m,Positive,147.0
15087,X120220_014_5,11ml,Negative,116.0
15088,X120220_016_1,11ml,Positive,0.0
15089,X120220_016_8,11ml,Negative,401.0
15093,X120220_029_3,12m,Positive,734.0
15094,X120220_031_4,13l,Positive,449.0
15102,X120220_042_7,13l,Positive,486.0
15103,X120220_047_3,12o,Negative,186.0
15109,X120220_061_4,AI,Negative,0.0
15114,X120220_066_4,12l,Positive,347.0
15122,X120220_093_2,44,Positive,285.0
15123,X120220_100_5,cd,Positive,216.0
15124,X120220_102_5,6VaVb,Negative,15.0
15126,X120220_104_2,45,Positive,553.0
15129,X120220_107_4,AMG,Negative,212.0
15135,X120220_127_1,AMG,Positive,0.0
15136,X120220_138_5,AMG,Negative,566.0
15139,X120220_147_2,24c,Negative,107.0
15141,X120220_151_2,AMG,Negative,150.0
15146,X120319_066_1,8A,Negative,603.0
15147,X120319_074_1,6DR,Positive,525.0
15154,X120319_141_4,6DC,Positive,414.0
15159,X120320_003_4,12r,Positive,517.0
15160,X120320_004_3,12m,Positive,0.0
15163,X120320_024_3,11ml,Positive,439.0
15165,X120320_030_1,13l,Negative,0.0
15172,X120320_048_3,12o,Positive,452.0
15178,X120320_056_4,12l,Positive,158.0
15186,X120320_066_4,12l,Positive,625.0
15191,X120320_086_2,8B,Negative,451.0
15198,X120320_093_1,44,Positive,0.0
15200,X120320_093_5,44,Positive,15.0
15202,X120320_102_5,6VaVb,Negative,560.0
15205,X120320_107_4,AMG,Negative,331.0
15212,X120320_151_3,AMG,Negative,303.0
15224,X120419_076_2,6DR,Positive,563.0
15227,X120419_090_1,8A,Positive,216.0
15233,X120419_117_2,6DC,Negative,216.0
15235,X120419_118_6,6DC,Positive,351.0
15241,X120419_142_3,6DC,Positive,644.0
15252,X120420_056_3,12l,Positive,297.0
15257,X120420_085_6,cd,Positive,0.0
15258,X120420_086_4,8B,Negative,160.0
15260,X120420_093_4,44,Positive,0.0
15261,X120420_093_5,44,Positive,419.0
15266,X120420_102_5,6VaVb,Negative,362.0
15269,X120420_107_3,AMG,Negative,90.0
15293,X120519_097_3,6DR,Positive,311.0
15297,X120519_112_3,6DR,Positive,670.0
15299,X120519_121_3,6DC,Negative,595.0
15306,X120519_141_3,6DC,Positive,393.0
15315,X120619_019_3,46v,Negative,344.0
15318,X120619_027_2,12l,Negative,0.0
15324,X120619_045_2,12l,Positive,57.0
15326,X120619_046_1,12l,Positive,474.0
15331,X120619_066_2,8A,Negative,0.0
15333,X120619_069_5,46v,Negative,35.0
15343,X120619_127_3,6VaVb,Negative,52.0
15346,X120619_133_3,6DC,Positive,665.0
15349,X120619_141_2,6DC,Positive,680.0
15352,X120619_144_3,6DC,Positive,0.0
15354,X120720_004_1,12m,Positive,0.0
15359,X120720_023_3,11ml,Negative,25.0
15373,X120720_050_3,13l,Negative,584.0
15382,X120720_085_6,cd,Positive,0.0
15396,X120720_138_4,AMG,Positive,604.0
15403,X120820_004_3,12m,Positive,566.0
15407,X120820_030_3,13l,Negative,410.0
15408,X120820_031_3,13l,Positive,0.0
15409,X120820_031_4,13l,Positive,182.0
15415,X120820_047_3,12o,Negative,353.0
15417,X120820_050_3,13l,Negative,268.0
15421,X120820_067_2,12o,Negative,466.0
15422,X120820_067_5,12o,Negative,272.0
15424,X120820_077_2,12l,Negative,429.0
15425,X120820_085_1,cd,Negative,559.0
15430,X120820_092_6,44,Negative,25.0
15433,X120820_104_3,45,Positive,688.0
15435,X120820_104_5,45,Positive,174.0
15439,X120820_138_5,AMG,Positive,632.0
15440,X120820_141_2,AMG,Positive,725.0
15441,X120820_144_2,cd,Positive,214.0
15449,X120919_015_3,46df,Positive,501.0
15450,X120919_022_5,46d,Negative,376.0
15454,X120919_047_4,46v,Positive,138.0
15458,X120919_057_3,46v,Negative,0.0
15460,X120919_066_5,8A,Negative,0.0
15462,X120919_074_8,6DR,Positive,0.0
15463,X120919_080_1,46v,Negative,644.0
15464,X120919_081_3,8A,Positive,139.0
15465,X120919_086_3,6DR,Negative,0.0
15466,X120919_086_5,6DR,Negative,228.0
15469,X120919_090_1,8A,Positive,735.0
15473,X120919_097_8,6DR,Negative,113.0
15474,X120919_098_2,6DR,Positive,219.0
15486,X120920_004_2,12m,Positive,15.0
15495,X120920_031_2,13l,Positive,681.0
15498,X120920_043_3,13m,Positive,716.0
15499,X120920_051_4,13l,Negative,263.0
15500,X120920_051_5,13l,Positive,0.0
15507,X120920_066_5,12o,Positive,154.0
15511,X120920_074_5,13m,Negative,424.0
15518,X120920_097_3,cd,Negative,581.0
15520,X120920_104_2,45,Positive,236.0
15523,X120920_109_2,cd,Positive,391.0
15525,X120920_127_5,AMG,Negative,0.0
15527,X120920_138_4,AMG,Positive,617.0
15541,X121019_019_3,46v,Positive,9.0
15543,X121019_022_5,46d,Negative,133.0
15545,X121019_027_1,12l,Positive,586.0
15546,X121019_031_4,8B,Negative,411.0
15555,X121019_065_3,6DR,Positive,273.0
15557,X121019_068_2,8A,Negative,319.0
15561,X121019_074_3,6DR,Positive,66.0
15563,X121019_086_3,6DR,Negative,267.0
15566,X121019_093_1,8A,Negative,323.0
15568,X121019_095_3,8A,Positive,251.0
15570,X121019_101_1,6VaVb,Positive,698.0
15573,X121019_101_7,6VaVb,Negative,657.0
15575,X121019_103_5,8A,Negative,657.0
15576,X121019_104_3,8A,Positive,127.0
15577,X121019_118_1,6DC,Positive,642.0
15583,X121019_140_2,6DC,Negative,642.0
15587,X121020_004_2,12m,Positive,251.0
15592,X121020_020_3,12m,Positive,575.0
15605,X121020_051_8,13l,Negative,298.0
15614,X121020_066_2,12o,Negative,305.0
15615,X121020_066_4,12o,Negative,377.0
15616,X121020_073_3,AI,Negative,0.0
15621,X121020_097_3,cd,Negative,460.0
15626,X121020_109_1,cd,Positive,380.0
15634,X121020_153_1,pu,Negative,464.0
15646,X121119_018_8,12l,Negative,297.0
15648,X121119_022_3,46d,Negative,0.0
15653,X121119_027_2,12l,Positive,608.0
15663,X121119_055_3,45,Negative,0.0
15667,X121119_065_2,6DR,Positive,215.0
15676,X121119_086_5,6DR,Negative,177.0
15677,X121119_088_2,6DR,Positive,668.0
15679,X121119_093_3,8A,Negative,445.0
15689,X121119_104_1,8A,Positive,240.0
15696,X121119_140_2,6DC,Negative,644.0
15711,X121120_040_3,13l,Positive,369.0
15724,X121120_059_3,12o,Negative,302.0
15730,X121120_066_4,12o,Negative,258.0
15731,X121120_066_5,12o,Negative,472.0
15732,X121120_068_3,12o,Positive,8.0
15733,X121120_069_3,AI,Negative,483.0
15738,X121120_080_4,AI,Negative,588.0
15744,X121120_097_1,cd,Negative,273.0
15745,X121120_098_3,cd,Negative,240.0
15746,X121120_104_2,45,Positive,0.0
15749,X121120_106_3,AMG,Negative,281.0
15753,X121120_138_3,AMG,Positive,641.0
15775,X121219_018_9,12l,Negative,672.0
15779,X121219_027_1,12l,Positive,590.0
15787,X121219_046_1,12l,Positive,551.0
15794,X121219_066_2,8A,Negative,240.0
15799,X121219_077_3,8A,Positive,66.0
15801,X121219_086_3,6DR,Negative,326.0
15803,X121219_088_4,6DR,Positive,459.0
15809,X121219_099_3,6DR,Negative,0.0
15810,X121219_099_4,6DR,Negative,497.0
15814,X121219_112_2,6DR,Positive,562.0
15816,X121219_113_1,6DR,Positive,292.0
15818,X121219_118_2,6DC,Negative,553.0
15825,X121219_140_2,6DC,Negative,608.0
15829,X121319_006_3,46d,Negative,662.0
15834,X121319_022_1,46d,Negative,241.0
15837,X121319_027_4,12l,Positive,602.0
15842,X121319_052_3,6DR,Negative,482.0
15856,X121319_096_2,6DR,Negative,674.0
15860,X121319_141_1,6DC,Positive,238.0
15868,X121420_004_3,12m,Positive,434.0
15881,X121420_046_6,12o,Negative,622.0
15886,X121420_059_5,12o,Negative,693.0
15888,X121420_060_6,AI,Negative,567.0
15889,X121420_060_10,AI,Positive,574.0
15892,X121420_061_9,AI,Negative,473.0
15894,X121420_066_2,12o,Negative,44.0
15895,X121420_068_2,12o,Positive,42.0
15915,X121420_135_3,cd,Negative,236.0
15917,X121420_138_2,AMG,Positive,615.0
15927,X121520_012_2,12m,Positive,661.0
15933,X121520_033_2,13m,Positive,163.0
15941,X121520_056_2,12l,Negative,137.0
15946,X121520_068_2,12o,Positive,0.0
15968,X121520_154_4,pu,Positive,494.0
15970,X121619_019_3,46v,Positive,388.0
15971,X121619_022_3,46d,Negative,537.0
15974,X121619_027_3,12l,Positive,620.0
15979,X121619_053_1,6DR,Negative,214.0
15982,X121619_086_2,6DR,Negative,605.0
15986,X121619_097_1,6DR,Negative,304.0
15987,X121619_097_4,6DR,Negative,0.0
15994,X121619_125_3,6DC,Positive,399.0
15996,X121619_129_4,6DC,Negative,479.0
16008,X121620_004_6,12m,Positive,262.0
16024,X121620_066_2,12o,Negative,102.0
16041,X121620_138_6,AMG,Negative,475.0
16044,X121620_146_2,24c,Positive,238.0
16047,X121620_154_1,pu,Negative,0.0
16054,X121719_011_2,46v,Negative,46.0
16055,X121719_012_2,46v,Negative,197.0
16061,X121719_027_3,12l,Positive,273.0
16068,X121719_053_3,6DR,Negative,464.0
16071,X121719_065_3,6DR,Positive,13.0
16073,X121719_080_2,46v,Negative,0.0
16074,X121719_088_1,6DR,Negative,0.0
16075,X121719_097_3,6DR,Negative,482.0
16081,X121719_121_2,6DC,Positive,324.0
16085,X121719_143_3,6DC,Negative,534.0
16092,X121819_011_5,12r,Negative,10.0
16098,X121819_018_3,12l,Positive,0.0
16099,X121819_022_1,46d,Negative,388.0
16106,X121819_048_2,46v,Negative,0.0
16107,X121819_048_4,46v,Positive,280.0
16111,X121819_057_3,46v,Positive,439.0
16115,X121819_074_3,6DR,Positive,0.0
16116,X121819_078_3,8A,Negative,359.0
16120,X121819_091_3,8A,Negative,350.0
16121,X121819_096_1,6DR,Negative,157.0
16122,X121819_097_2,6DR,Negative,679.0
16123,X121819_101_1,6VaVb,Positive,720.0
16124,X121819_101_4,6VaVb,Positive,292.0
16126,X121819_127_3,6VaVb,Negative,563.0
16128,X121819_134_1,6DC,Positive,0.0
16129,X121819_142_1,6DC,Negative,135.0
16133,X121820_004_3,12m,Positive,664.0
16141,X121820_043_5,13m,Negative,48.0
16150,X121820_057_5,12o,Negative,472.0
16151,X121820_058_1,12o,Positive,224.0
16152,X121820_060_3,AI,Positive,224.0
16158,X121820_068_3,12o,Positive,417.0
16170,X121820_104_3,45,Positive,94.0
16173,X121820_123_3,cd,Negative,306.0
16179,X121820_142_4,AMG,Positive,621.0
16183,X121820_146_3,24c,Positive,130.0
16194,X121919_046_2,12l,Negative,537.0
16195,X121919_047_3,46v,Positive,508.0
16199,X121919_059_6,46d,Negative,509.0
16200,X121919_086_3,6DR,Negative,473.0
16202,X121919_090_4,8A,Positive,647.0
16203,X121919_097_1,6DR,Negative,177.0
16204,X121919_099_3,6DR,Negative,165.0
16205,X121919_101_4,6VaVb,Positive,387.0
16207,X121919_101_6,6VaVb,Positive,647.0
16209,X121919_106_4,6DC,Positive,280.0
16212,X121919_118_2,6DC,Positive,437.0
16221,X122019_005_2,46d,Negative,429.0
16222,X122019_011_3,12r,Positive,662.0
16223,X122019_012_3,46v,Negative,0.0
16225,X122019_013_3,46d,Negative,466.0
16228,X122019_018_3,12l,Negative,300.0
16231,X122019_027_4,12l,Positive,623.0
16232,X122019_031_3,8B,Negative,568.0
16236,X122019_047_3,46v,Positive,255.0
16244,X122019_078_3,8A,Negative,348.0
16245,X122019_079_3,45,Positive,557.0
16249,X122019_095_3,8A,Negative,714.0
16250,X122019_097_2,6DR,Negative,44.0
16252,X122019_101_4,6VaVb,Positive,210.0
16261,X122120_024_3,11ml,Negative,453.0
16273,X122120_057_3,12o,Negative,329.0
16275,X122120_058_3,12o,Positive,91.0
16281,X122120_068_2,12o,Positive,141.0
16284,X122120_074_3,13m,Negative,0.0
16285,X122120_077_2,12l,Positive,0.0
16289,X122120_097_2,cd,Negative,100.0
16292,X122120_104_2,45,Positive,334.0
16296,X122120_138_3,AMG,Negative,526.0
16302,X122120_153_1,pu,Positive,722.0
16303,X122120_157_1,24c,Positive,750.0
16305,X122220_004_3,12m,Positive,652.0
16322,X122220_056_3,12l,Negative,0.0
16323,X122220_058_2,12o,Positive,220.0
16340,X122220_109_3,cd,Negative,93.0
16347,X122220_153_2,pu,Positive,0.0
16351,X122319_011_2,12r,Positive,0.0
16353,X122319_018_2,12l,Positive,302.0
16356,X122319_024_2,8B,Negative,375.0
16359,X122319_040_3,8A,Positive,0.0
16360,X122319_047_1,46v,Positive,461.0
16363,X122319_072_5,46d,Positive,119.0
16366,X122319_086_2,6DR,Positive,704.0
16369,X122319_090_2,8A,Negative,0.0
16371,X122319_097_3,6DR,Negative,285.0
16380,X122319_131_1,6DC,Positive,312.0
16383,X122319_143_1,6DC,Negative,21.0
16384,X122320_004_3,12m,Positive,581.0
16386,X122320_015_4,11ml,Negative,26.0
16390,X122320_032_3,13m,Negative,281.0
16401,X122320_057_3,12o,Negative,288.0
16402,X122320_057_6,12o,Negative,332.0
16412,X122320_079_3,12o,Negative,302.0
16414,X122320_085_3,pu,Negative,35.0
16418,X122320_096_3,pu,Negative,85.0
16421,X122320_108_2,cd,Negative,56.0
16430,X122320_142_3,AMG,Negative,179.0
16433,X122320_153_4,pu,Positive,692.0
16453,X122719_069_5,46v,Negative,0.0
16458,X122719_112_3,6DR,Positive,518.0
16460,X122719_132_3,6DC,Positive,305.0
16461,X122719_140_2,6DC,Negative,505.0
16466,X123019_025_7,8B,Negative,0.0
16471,X123019_038_4,46v,Negative,0.0
16473,X123019_040_6,8A,Positive,339.0
16478,X123019_054_1,6DR,Positive,565.0
16482,X123019_088_5,6DR,Negative,189.0
16488,X123019_106_2,6DC,Negative,0.0
16492,X123019_117_3,6DC,Positive,494.0
