neuron_i,neuron_label,area,ramp_type,condition,slope,mean_fr
3232,M053118_109_3,8B,Negative,short,-0.0007927535397564012,0.5504459241395832
3232,M053118_109_3,8B,Negative,medium,-0.002566689624031023,-0.19910593746042501
3232,M053118_109_3,8B,Negative,long,-0.0015985835866157336,-0.756211584535026
3249,M053118_147_1,6DC,Negative,short,-0.0006599905032775385,-0.9034034190281061
3249,M053118_147_1,6DC,Negative,medium,-0.0014224369306727654,-0.8231976661775354
3249,M053118_147_1,6DC,Negative,long,-0.0010930824064777985,-0.9322827275402336
3257,M060118_007_4,11ml,Positive,short,0.003808426686635212,-0.5835195427534624
3257,M060118_007_4,11ml,Positive,medium,0.004138578046672662,-0.13934211057925383
3257,M060118_007_4,11ml,Positive,long,0.0034561033322341186,0.15786430436828036
3262,M060118_013_3,11ml,Positive,short,0.0023802609655370257,1.1410267209252978
3262,M060118_013_3,11ml,Positive,medium,0.0021672395681015767,1.3382771624106535
3262,M060118_013_3,11ml,Positive,long,0.0013834889534914772,1.3771965282530634
3271,M060118_036_3,45,Positive,short,0.002628136205163887,-0.18631537594582992
3271,M060118_036_3,45,Positive,medium,0.004029120065633916,0.7350499611518372
3271,M060118_036_3,45,Positive,long,0.003959128121316643,1.6992493794979946
3276,M060118_061_2,13l,Positive,short,0.001891270556171565,0.6578118641391635
3276,M060118_061_2,13l,Positive,medium,0.0021447937022378676,1.1924393080584024
3276,M060118_061_2,13l,Positive,long,0.0008360972346345173,1.7272565740713859
3282,M060118_078_2,45,Negative,short,-0.002355573633506975,-0.3371973761869517
3282,M060118_078_2,45,Negative,medium,-0.00012357525505936977,-0.8455602313436803
3282,M060118_078_2,45,Negative,long,4.181686477600193e-19,-0.8595588803291321
3286,M060118_090_3,45,Positive,short,0.003593855116142703,0.36509506210697174
3286,M060118_090_3,45,Positive,medium,0.004261553298740154,0.11919937650874542
3286,M060118_090_3,45,Positive,long,0.004242043609578162,-0.14839899506669385
3287,M060118_091_3,44,Negative,short,-0.002608373714201315,-0.10976739956868717
3287,M060118_091_3,44,Negative,medium,-0.0007349540156718217,-0.6383170496901736
3287,M060118_091_3,44,Negative,long,0.000526508868451336,-0.567384970019542
3291,M060118_101_2,46v,Negative,short,-0.003318302171217028,0.9000427562672918
3291,M060118_101_2,46v,Negative,medium,-0.0060312380438571015,0.3002941563703002
3291,M060118_101_2,46v,Negative,long,-0.00357758178500213,-1.1834977037850969
3296,M060118_109_4,8B,Negative,short,-0.002486044244983544,0.4480355500534933
3296,M060118_109_4,8B,Negative,medium,-0.001546652368894239,-0.4444004347471957
3296,M060118_109_4,8B,Negative,long,-0.0012773382766912038,-0.7115067820686122
3301,M060118_119_4,pu,Negative,short,-0.005469284265889729,0.3854917444098127
3301,M060118_119_4,pu,Negative,medium,-0.004640078810798136,-0.1826549950485798
3301,M060118_119_4,pu,Negative,long,-0.003181675383957559,-0.7872497685406258
3320,M060418_005_2,11ml,Positive,short,0.0031200908078176178,0.2504072303644823
3320,M060418_005_2,11ml,Positive,medium,0.001362375437966861,0.5471415172808318
3320,M060418_005_2,11ml,Positive,long,0.0025223096042499764,0.8414018681991888
3321,M060418_005_3,11ml,Positive,short,0.0035378450837645127,-0.3172153167243731
3321,M060418_005_3,11ml,Positive,medium,0.0032119864877126515,-0.4892462435474436
3321,M060418_005_3,11ml,Positive,long,0.002850705737253764,-0.530961988953263
3323,M060418_007_2,11ml,Positive,short,0.003967360320309116,-0.28433972466305074
3323,M060418_007_2,11ml,Positive,medium,0.004148414738320677,0.009478078005498275
3323,M060418_007_2,11ml,Positive,long,0.003915359935640243,0.7960338260025056
3341,M060418_036_2,45,Positive,short,0.0029934876362857493,-0.009426705650896138
3341,M060418_036_2,45,Positive,medium,0.005390275126012705,0.4560721198717882
3341,M060418_036_2,45,Positive,long,0.00401756543533485,1.7600131799000471
3351,M060418_072_4,46d,Negative,short,-0.003325564636167452,0.2275485081130177
3351,M060418_072_4,46d,Negative,medium,-0.0024875121272555627,-0.4798693757886013
3351,M060418_072_4,46d,Negative,long,-0.0005167502269140006,-0.7531557782319144
3356,M060418_090_2,45,Positive,short,0.004649059812842984,0.5187039430514319
3356,M060418_090_2,45,Positive,medium,0.004319629426308923,-0.07337388647534263
3356,M060418_090_2,45,Positive,long,0.004154917974559921,-0.10892168976701239
3358,M060418_091_3,44,Positive,short,0.0009910005099967303,-0.22839444183210644
3358,M060418_091_3,44,Positive,medium,0.004172353641504985,-0.7311737136946319
3358,M060418_091_3,44,Positive,long,0.00423593377795502,-0.4883453974616714
3359,M060418_091_5,44,Positive,short,0.0016009182014972252,-0.5372555521506654
3359,M060418_091_5,44,Positive,medium,0.0012566283809021643,-0.4924350683089228
3359,M060418_091_5,44,Positive,long,0.0022889207591160823,-0.2624496015396198
3360,M060418_097_2,8B,Positive,short,0.0030435314041300987,-0.3153156174988251
3360,M060418_097_2,8B,Positive,medium,0.004280562456369001,0.030310130237249933
3360,M060418_097_2,8B,Positive,long,0.0016052037182829164,0.01727001075860713
3361,M060418_097_4,8B,Positive,short,0.004550204942383213,-1.023061538870197
3361,M060418_097_4,8B,Positive,medium,0.0028575838313771086,-0.6445492147638489
3361,M060418_097_4,8B,Positive,long,0.0026322667292724717,-0.10592041210563521
3369,M060418_116_2,6DC,Negative,short,-0.004106529780295248,-0.35774558004493145
3369,M060418_116_2,6DC,Negative,medium,-0.001099454896986109,-1.0298135304659257
3369,M060418_116_2,6DC,Negative,long,0.0002525593165265972,-1.2377390224802711
3370,M060418_119_3,pu,Negative,short,-0.0017038323812270057,-0.32953776235648813
3370,M060418_119_3,pu,Negative,medium,-0.0012583361539419422,-0.6801833905366416
3370,M060418_119_3,pu,Negative,long,-0.0005421899211586548,-0.992313857681541
3371,M060418_119_5,pu,Negative,short,-0.0014421959797207117,-0.5091779704341226
3371,M060418_119_5,pu,Negative,medium,-0.00040720336478945,-0.6803985514775687
3371,M060418_119_5,pu,Negative,long,-0.0004035462404093333,-0.6727256797216895
3385,M060418_152_3,6DC,Positive,short,0.0016851290071349207,-0.14832554028381884
3385,M060418_152_3,6DC,Positive,medium,0.002156014648960697,0.3924526653092544
3385,M060418_152_3,6DC,Positive,long,0.0013422373122423945,1.0637003280557134
3386,M060418_152_4,6DC,Positive,short,0.0023785716909738835,0.9258916279217367
3386,M060418_152_4,6DC,Positive,medium,0.0006739470743534503,1.0384524767093373
3386,M060418_152_4,6DC,Positive,long,0.0009814063228923405,1.0180693448779983
3390,M060518_007_1,11ml,Positive,short,0.0018616987359399801,-0.7471857014733573
3390,M060518_007_1,11ml,Positive,medium,0.002041626467433261,-0.4114379245675899
3390,M060518_007_1,11ml,Positive,long,0.0013923408538056045,-0.10021197999069315
3392,M060518_012_3,12r,Negative,short,-0.0008828142588080941,-0.3720553346455156
3392,M060518_012_3,12r,Negative,medium,-0.0019892575595142777,-0.7255340390509388
3392,M060518_012_3,12r,Negative,long,-0.005192298966035949,-0.39163848877423046
3393,M060518_013_2,11ml,Positive,short,0.0025792649253569334,1.573306124737973
3393,M060518_013_2,11ml,Positive,medium,0.002103976782725441,1.3389926850299867
3393,M060518_013_2,11ml,Positive,long,0.0013261995479254395,1.257704852920602
3397,M060518_017_4,12l,Positive,short,0.005821624334002144,0.6571058357282062
3397,M060518_017_4,12l,Positive,medium,0.004715465961293436,0.33991011161591156
3397,M060518_017_4,12l,Positive,long,0.006901599297720475,0.9094272755800119
3405,M060518_036_1,45,Positive,short,0.003597525894020841,0.08824868329173843
3405,M060518_036_1,45,Positive,medium,0.004173033144529251,0.9016679161165867
3405,M060518_036_1,45,Positive,long,0.00414145266627167,1.483007287671681
3414,M060518_078_1,45,Negative,short,-0.0015673093453016955,-1.0739392213734136
3414,M060518_078_1,45,Negative,medium,-0.0002754076822103964,-1.356414890328977
3414,M060518_078_1,45,Negative,long,-8.316435990956731e-06,-1.392151721900394
3418,M060518_090_3,45,Positive,short,0.0041762436648562305,0.5246433845082741
3418,M060518_090_3,45,Positive,medium,0.004355183236102704,0.09247709837348546
3418,M060518_090_3,45,Positive,long,0.004891818897467051,-0.1553668956302909
3419,M060518_091_3,44,Positive,short,0.0008792954884947864,0.02106470924760672
3419,M060518_091_3,44,Positive,medium,0.002969264230404869,-0.02520902261576505
3419,M060518_091_3,44,Positive,long,0.0035978241326219905,0.20217161150364446
3420,M060518_091_4,44,Positive,short,0.0011203468559325077,-0.5845054592259271
3420,M060518_091_4,44,Positive,medium,0.0008923707547420913,-0.505972818308781
3420,M060518_091_4,44,Positive,long,0.002472054546584867,-0.31614131597509937
3421,M060518_097_3,8B,Positive,short,0.0020505715560712396,-0.7460487932912535
3421,M060518_097_3,8B,Positive,medium,0.0028228300509944124,-1.1561923353822774
3421,M060518_097_3,8B,Positive,long,0.001798794030430446,-0.3991378122636934
3430,M060518_116_3,6DC,Negative,short,-0.005655994826413927,-0.23259147602565797
3430,M060518_116_3,6DC,Negative,medium,-0.0006245115663329696,-1.1858052865241013
3430,M060518_116_3,6DC,Negative,long,0.0002420189933908241,-1.3019718072577047
3431,M060518_119_1,pu,Negative,short,-0.0012555216096432056,-0.5748817703086951
3431,M060518_119_1,pu,Negative,medium,-0.0003349209715851875,-0.7460013738586978
3431,M060518_119_1,pu,Negative,long,-0.00037641770551020417,-0.8158567516061906
3432,M060518_119_5,pu,Negative,short,-0.0011925294567506697,-0.4256394639748386
3432,M060518_119_5,pu,Negative,medium,-0.0006538384814960132,-0.7337178063273628
3432,M060518_119_5,pu,Negative,long,-6.199692102683909e-05,-0.9308039969493466
3434,M060518_133_4,6DR,Negative,short,-0.0016274434072717804,-0.802300814133968
3434,M060518_133_4,6DR,Negative,medium,-0.0015041822948492487,-1.324845574659833
3434,M060518_133_4,6DR,Negative,long,-0.0014824825699022647,-1.6547607719005641
3439,M060518_138_1,6DC,Negative,short,-0.00022374278933894246,0.6787299031367333
3439,M060518_138_1,6DC,Negative,medium,-0.0060323617247576644,0.5804440153610835
3439,M060518_138_1,6DC,Negative,long,-0.004113744526556258,-0.28821331968441133
3440,M060518_146_1,6DC,Positive,short,0.0015829664553182504,0.4195012505909664
3440,M060518_146_1,6DC,Positive,medium,0.0019097386638889959,1.4039174973865516
3440,M060518_146_1,6DC,Positive,long,0.00266442023419201,1.3963208090941641
3447,M060518_152_3,6DC,Positive,short,0.002575645592526296,-0.4610370451839371
3447,M060518_152_3,6DC,Positive,medium,0.002925154244929358,-0.2012215915621071
3447,M060518_152_3,6DC,Positive,long,0.002518214799451869,0.07792643640637235
3449,M060518_152_8,6DC,Positive,short,0.0020878532234363447,-0.6229934889207999
3449,M060518_152_8,6DC,Positive,medium,0.0011902964856099546,-0.6992712580791044
3449,M060518_152_8,6DC,Positive,long,0.003051367215512007,-0.7887029630779374
3459,M060618_013_3,11ml,Positive,short,0.003124282339039942,1.1114873043114255
3459,M060618_013_3,11ml,Positive,medium,0.0025550584652570918,1.4296829139135045
3459,M060618_013_3,11ml,Positive,long,0.0010763423599584447,1.6932493472059633
3468,M060618_036_2,45,Positive,short,0.0029064387515434064,-0.2431849524310593
3468,M060618_036_2,45,Positive,medium,0.0037902556405080188,0.7197124541598835
3468,M060618_036_2,45,Positive,long,0.00286271718223675,2.0304281794886028
3469,M060618_045_1,45,Positive,short,0.0017633817419281663,1.0318666207611857
3469,M060618_045_1,45,Positive,medium,0.0016024439199324764,1.5011002772461357
3469,M060618_045_1,45,Positive,long,0.00039601831899588113,1.0675754491580702
3482,M060618_090_3,45,Positive,short,0.0047015807588911265,0.2881892734046827
3482,M060618_090_3,45,Positive,medium,0.00349214496742215,0.04994523079411906
3482,M060618_090_3,45,Positive,long,0.004686164930867337,-0.16753493527340982
3483,M060618_091_1,44,Positive,short,0.002059486442734901,-0.4214677685585352
3483,M060618_091_1,44,Positive,medium,0.0014153940989921707,-0.22925009561413315
3483,M060618_091_1,44,Positive,long,0.0030805843992514946,0.06511863294722335
3484,M060618_091_4,44,Positive,short,0.0008790342542563533,-0.6938380572988269
3484,M060618_091_4,44,Positive,medium,0.0011082515681791845,-0.5409644349618038
3484,M060618_091_4,44,Positive,long,0.001952277240701434,-0.36982929233851736
3490,M060618_101_4,46v,Negative,short,-0.0020814401926777036,-0.10849360906780108
3490,M060618_101_4,46v,Negative,medium,-0.0008072431015259502,-0.48019420669201807
3490,M060618_101_4,46v,Negative,long,-0.00020581694394751222,-0.8597961946850807
3502,M060618_116_2,6DC,Negative,short,-0.004815464899341069,-0.3626563423216349
3502,M060618_116_2,6DC,Negative,medium,-0.000630335697794251,-1.2565102857381056
3502,M060618_116_2,6DC,Negative,long,0.0005364043917056483,-1.4246146395281825
3505,M060618_118_3,pu,Negative,short,-0.0015255348699124106,-0.4178455945100438
3505,M060618_118_3,pu,Negative,medium,-0.0003055473230607223,-0.7264237356761133
3505,M060618_118_3,pu,Negative,long,0.00019486758603333304,-0.8004713572202229
3506,M060618_119_1,pu,Negative,short,-0.001714148273718736,-0.3636364504333102
3506,M060618_119_1,pu,Negative,medium,-0.0005734491739615549,-0.694175323115014
3506,M060618_119_1,pu,Negative,long,0.00011045180417353404,-0.8738642346839143
3507,M060618_119_7,pu,Negative,short,-0.00210368338005616,-0.3431156175207198
3507,M060618_119_7,pu,Negative,medium,-0.0006148119299137484,-0.6543774872571974
3507,M060618_119_7,pu,Negative,long,-8.026321020844799e-06,-0.7752025868253978
3519,M060618_147_4,6DC,Negative,short,-0.002115122525262678,-0.6547398628343901
3519,M060618_147_4,6DC,Negative,medium,-0.0010833848947176578,-1.0491831012057782
3519,M060618_147_4,6DC,Negative,long,-0.0012918058666601528,-1.466686592522556
3532,M060718_013_3,11ml,Positive,short,0.0035086923631336584,1.0481136995623392
3532,M060718_013_3,11ml,Positive,medium,0.002831756514182106,1.3210880875389113
3532,M060718_013_3,11ml,Positive,long,0.0025688292529342954,1.5132029070433681
3540,M060718_036_3,45,Positive,short,0.003229218219536416,-0.1497748548381136
3540,M060718_036_3,45,Positive,medium,0.004290018312220573,0.6789076250935975
3540,M060718_036_3,45,Positive,long,0.00479066852318127,1.9207327205706357
3542,M060718_054_3,13m,Negative,short,-0.002122835961311418,-0.5741237505221315
3542,M060718_054_3,13m,Negative,medium,-0.0011054866049510605,-0.9235773399447442
3542,M060718_054_3,13m,Negative,long,-0.0003558650929221619,-1.0704700363654265
3549,M060718_090_3,45,Positive,short,0.0043234726073233575,0.2509268921723784
3549,M060718_090_3,45,Positive,medium,0.0043462525480863,-0.05119261904518909
3549,M060718_090_3,45,Positive,long,0.005517899292413843,-0.022029199551274928
3550,M060718_091_1,44,Positive,short,0.0011107300841509183,-0.5166117226373336
3550,M060718_091_1,44,Positive,medium,0.002817448533163282,-0.5592209876231391
3550,M060718_091_1,44,Positive,long,0.003642896624325373,-0.35446937701249565
3551,M060718_091_3,44,Positive,short,0.001037383057714669,-0.6794799779248912
3551,M060718_091_3,44,Positive,medium,0.002226609426664038,-0.34096764839764143
3551,M060718_091_3,44,Positive,long,0.0019690936010760816,-0.3072808413315385
3555,M060718_101_4,46v,Negative,short,-0.0026715162057330986,-0.0970483330800353
3555,M060718_101_4,46v,Negative,medium,-0.0006613986829966663,-0.5719175720447907
3555,M060718_101_4,46v,Negative,long,-0.0004663095743810178,-0.8552453102367293
3566,M060718_116_4,6DC,Negative,short,-0.005830707013869567,0.32499476002154254
3566,M060718_116_4,6DC,Negative,medium,-0.0007661122944985049,-0.6786785489089872
3566,M060718_116_4,6DC,Negative,long,2.579474650342929e-05,-0.7040517662408546
3571,M060718_133_3,6DR,Negative,short,-0.0018814415996949649,-0.9151129829837745
3571,M060718_133_3,6DR,Negative,medium,-0.0013349995453672248,-1.287773202540672
3571,M060718_133_3,6DR,Negative,long,-0.0018292691570119186,-0.9358198616945009
3573,M060718_136_2,24c,Negative,short,-0.002517700118972756,0.21974509378690613
3573,M060718_136_2,24c,Negative,medium,-0.0004981837342671405,0.19735008864867898
3573,M060718_136_2,24c,Negative,long,-0.0011088699390599688,-0.299754663266725
3574,M060718_136_4,24c,Negative,short,-0.0011978030835906575,1.552832900486056
3574,M060718_136_4,24c,Negative,medium,-0.002452061694059718,0.7616829445679361
3574,M060718_136_4,24c,Negative,long,-0.0028635572742048334,0.730313880489066
3575,M060718_138_1,6DC,Negative,short,-0.0008871328350853202,1.2592379485509557
3575,M060718_138_1,6DC,Negative,medium,-0.004385660893590637,1.0407038534690816
3575,M060718_138_1,6DC,Negative,long,-0.004010240902024126,0.20626812885839263
3577,M060718_144_1,6DC,Negative,short,-0.0030548115661293055,-0.11297437144919804
3577,M060718_144_1,6DC,Negative,medium,-0.0026218525263228373,-1.1635558484447577
3577,M060718_144_1,6DC,Negative,long,-0.002999641697186446,-1.0516262832105456
3578,M060718_144_2,6DC,Positive,short,0.0029730849584772762,-0.08361390820268957
3578,M060718_144_2,6DC,Positive,medium,0.002145812584122144,0.132884753825345
3578,M060718_144_2,6DC,Positive,long,0.0019045588724953804,0.3017360171713415
3580,M060718_146_1,6DC,Positive,short,0.002205143155816729,0.759354893900702
3580,M060718_146_1,6DC,Positive,medium,0.0024479836884159305,0.8959173997042827
3580,M060718_146_1,6DC,Positive,long,0.003711159552837493,1.0364496057082941
3590,M060818_005_2,11ml,Positive,short,0.001965733816109957,0.006728479987360574
3590,M060818_005_2,11ml,Positive,medium,0.002250177761197077,0.3601348448133292
3590,M060818_005_2,11ml,Positive,long,0.002479740078865193,0.6898036120047238
3591,M060818_005_3,11ml,Negative,short,-0.0009685669929093418,-0.9769491192306734
3591,M060818_005_3,11ml,Negative,medium,-0.001017785724524392,-0.9432853924950426
3591,M060818_005_3,11ml,Negative,long,-0.00024932289138889283,-1.1726669061203765
3596,M060818_012_3,12r,Negative,short,-0.0019513637187998185,0.16153656266154737
3596,M060818_012_3,12r,Negative,medium,-0.003659347174435316,0.06399927912791338
3596,M060818_012_3,12r,Negative,long,-0.001143873910717114,-0.6543706842696607
3597,M060818_013_3,11ml,Positive,short,0.0032189762458873176,1.3901770815575578
3597,M060818_013_3,11ml,Positive,medium,0.0023526980422084675,1.2370015433346373
3597,M060818_013_3,11ml,Positive,long,0.0020904653076910694,1.2792779288553755
3608,M060818_036_1,45,Positive,short,0.002533495050100645,-0.33150732820367784
3608,M060818_036_1,45,Positive,medium,0.0036747937400622662,0.625048799678967
3608,M060818_036_1,45,Positive,long,0.003186872071702841,2.078355034754399
3612,M060818_061_3,13l,Negative,short,-0.002097085031975207,-0.839158291155209
3612,M060818_061_3,13l,Negative,medium,0.0006933591071654388,-0.7507159784629929
3612,M060818_061_3,13l,Negative,long,-0.0027122205705184636,-1.1925283266129143
3618,M060818_090_2,45,Positive,short,0.002945679235162685,0.15094986531539462
3618,M060818_090_2,45,Positive,medium,0.004294662716088059,-0.07698970602708288
3618,M060818_090_2,45,Positive,long,0.004283488471004968,-0.2845043634171662
3620,M060818_091_4,44,Positive,short,0.0008205384007906889,-0.6385462204003691
3620,M060818_091_4,44,Positive,medium,0.0009823242810954554,-0.5464288311756329
3620,M060818_091_4,44,Positive,long,0.0017419167874180507,-0.30033266646462103
3621,M060818_097_3,8B,Negative,short,-0.0030149005273434715,-0.06151163517908129
3621,M060818_097_3,8B,Negative,medium,-0.001298169111057032,-0.5758312505804709
3621,M060818_097_3,8B,Negative,long,-0.0010865613207216161,-0.7757944636753514
3624,M060818_101_2,46v,Negative,short,-0.001849251083165776,0.16211252715926736
3624,M060818_101_2,46v,Negative,medium,-0.0010952001063663347,-0.3888509112414896
3624,M060818_101_2,46v,Negative,long,-0.0012137896176378274,-0.7272372746130392
3625,M060818_101_3,46v,Negative,short,-0.0034395549135116726,0.08375111007082824
3625,M060818_101_3,46v,Negative,medium,-0.003526717086207302,-0.38152794747965135
3625,M060818_101_3,46v,Negative,long,-0.0017844499552559126,-0.6388559819531539
3636,M060818_116_3,6DC,Negative,short,-0.004332488098778168,0.3105583705771993
3636,M060818_116_3,6DC,Negative,medium,-0.0010511186053261392,-0.6074864598961172
3636,M060818_116_3,6DC,Negative,long,-9.125933782654255e-05,-0.7446462841279892
3637,M060818_118_2,pu,Negative,short,-0.0014057773966213198,-0.37741028493697976
3637,M060818_118_2,pu,Negative,medium,-0.0005015581493290015,-0.6270016027171282
3637,M060818_118_2,pu,Negative,long,0.00013170997222111352,-0.8389934516587789
3653,M060818_147_1,6DC,Negative,short,-0.0022373942043956924,0.16161876091479438
3653,M060818_147_1,6DC,Negative,medium,-0.002339313117234249,-0.9292677268261917
3653,M060818_147_1,6DC,Negative,long,-0.0018820686940882558,-1.5127001557492972
3671,M061118_017_2,12l,Positive,short,0.003266286527228485,0.46677890132195293
3671,M061118_017_2,12l,Positive,medium,0.005557649550834285,1.2300458247847925
3671,M061118_017_2,12l,Positive,long,0.006939643409330082,1.1631035216279737
3677,M061118_036_3,45,Positive,short,0.0018699571967546605,-0.8629792307954074
3677,M061118_036_3,45,Positive,medium,0.0051000099698616675,0.4058715007740527
3677,M061118_036_3,45,Positive,long,0.0035741921679977506,1.1513761751145122
3680,M061118_054_2,13m,Positive,short,0.002466979924412225,-0.5013807504995728
3680,M061118_054_2,13m,Positive,medium,0.0027182524999816208,0.7882468840957677
3680,M061118_054_2,13m,Positive,long,0.0031750987673386222,1.798295987574709
3681,M061118_060_3,13l,Positive,short,0.0022460990776695723,-0.6352732890704337
3681,M061118_060_3,13l,Positive,medium,0.002774585103746305,-0.4129579163589569
3681,M061118_060_3,13l,Positive,long,0.002805455307809321,-0.2163935328861652
3688,M061118_090_3,45,Positive,short,0.0031602623149193923,0.13126200910645247
3688,M061118_090_3,45,Positive,medium,0.004603072397808267,0.015059651410441145
3688,M061118_090_3,45,Positive,long,0.004184434792879371,-0.12605167101152837
3689,M061118_091_3,44,Positive,short,0.0020932249713749174,-0.8770009332595853
3689,M061118_091_3,44,Positive,medium,0.003946732169127071,-0.2425091644460816
3689,M061118_091_3,44,Positive,long,0.004505004887853043,0.03810775538165736
3693,M061118_097_4,8B,Positive,short,0.0015643223526878782,-0.11029845742385187
3693,M061118_097_4,8B,Positive,medium,0.002394821775053639,0.06484727947775139
3693,M061118_097_4,8B,Positive,long,0.002454077884698273,1.397297541407896
3694,M061118_100_3,24c,Negative,short,-0.003315986486825243,-0.34934048366402826
3694,M061118_100_3,24c,Negative,medium,-0.0014733741895980414,-1.2143975271658969
3694,M061118_100_3,24c,Negative,long,0.000721079349733967,-1.3549965822359489
3696,M061118_101_2,46v,Negative,short,-0.0022782516226127858,0.2044005525247594
3696,M061118_101_2,46v,Negative,medium,-4.735563798206084e-05,-0.6402700740267552
3696,M061118_101_2,46v,Negative,long,-0.0009040646673688046,-0.6849939978856612
3697,M061118_104_3,6VaVb,Negative,short,-0.0030481214361980304,-0.5460917760228979
3697,M061118_104_3,6VaVb,Negative,medium,-0.0002838519141531449,-0.8524478154253841
3697,M061118_104_3,6VaVb,Negative,long,9.883628648782244e-05,-0.721475222840682
3698,M061118_104_4,6VaVb,Positive,short,0.0010614206980786398,-0.7119082779485651
3698,M061118_104_4,6VaVb,Positive,medium,0.0008300643013057302,-0.41598071268575265
3698,M061118_104_4,6VaVb,Positive,long,0.0009571930969280218,-0.16903374628309878
3722,M061218_012_2,12r,Negative,short,-0.004807159964319003,-0.11135588659782478
3722,M061218_012_2,12r,Negative,medium,-0.003968339311453985,-0.37297051913258367
3722,M061218_012_2,12r,Negative,long,-0.005712510659264282,0.10914896939960177
3726,M061218_017_5,12l,Positive,short,0.00402269538043995,0.43257027829899614
3726,M061218_017_5,12l,Positive,medium,0.006058325158543403,0.5572403291218639
3726,M061218_017_5,12l,Positive,long,0.0019877449270272775,0.2171566237597889
3735,M061218_054_2,13m,Positive,short,0.0030880024697247984,-0.26544343074715887
3735,M061218_054_2,13m,Positive,medium,0.0035358376884331586,0.8960420910537107
3735,M061218_054_2,13m,Positive,long,0.004791187554163423,2.2657970389391537
3737,M061218_066_3,45,Positive,short,0.003358526149537961,-0.3243460397417355
3737,M061218_066_3,45,Positive,medium,0.004658308284153145,-0.05353459292796507
3737,M061218_066_3,45,Positive,long,0.004890205065321531,0.423901317796876
3740,M061218_072_2,46d,Positive,short,0.0020790859743918316,0.6148436719694248
3740,M061218_072_2,46d,Positive,medium,0.00447247268931064,1.0577933348457753
3740,M061218_072_2,46d,Positive,long,0.0033948315464411337,0.07378370986132574
3742,M061218_072_6,46d,Positive,short,0.0012982536329932386,0.9715032669252246
3742,M061218_072_6,46d,Positive,medium,0.0012902040482120928,1.1331060416686554
3742,M061218_072_6,46d,Positive,long,0.0014859477639160073,0.8991085699513034
3743,M061218_077_3,AI,Negative,short,-0.0029900755934952773,-0.20266598291291998
3743,M061218_077_3,AI,Negative,medium,-0.004112851349385502,-0.9675511959046741
3743,M061218_077_3,AI,Negative,long,-0.0019998658933722997,-1.4725390680617778
3745,M061218_090_3,45,Positive,short,0.004548454663349821,0.36593226657191696
3745,M061218_090_3,45,Positive,medium,0.004506233204700382,-0.0024509768647927414
3745,M061218_090_3,45,Positive,long,0.003460561814013889,-0.3624012646622806
3746,M061218_091_3,44,Positive,short,0.0029997453894567293,-0.5056595377679821
3746,M061218_091_3,44,Positive,medium,0.0039007124244291773,-0.344637711332658
3746,M061218_091_3,44,Positive,long,0.003044986076140631,-0.040058491004634024
3747,M061218_097_3,8B,Positive,short,0.0016083708418719765,0.07060418510286544
3747,M061218_097_3,8B,Positive,medium,0.002322956389826098,0.4496408936739225
3747,M061218_097_3,8B,Positive,long,0.0026844942528321484,0.7185852912149258
3748,M061218_100_3,24c,Negative,short,-0.0021343599740033217,-0.43338849742241364
3748,M061218_100_3,24c,Negative,medium,-0.0006395456530938556,-1.1076408568118852
3748,M061218_100_3,24c,Negative,long,8.509519581887243e-05,-1.225534177064499
3750,M061218_101_5,46v,Negative,short,-0.0014433720034874287,0.147140160303996
3750,M061218_101_5,46v,Negative,medium,-0.0010618465988061962,-0.4543561910241517
3750,M061218_101_5,46v,Negative,long,-0.0010893434703924362,-0.6948154971821733
3751,M061218_104_3,6VaVb,Negative,short,-0.002478777523850948,-0.43008085119130457
3751,M061218_104_3,6VaVb,Negative,medium,-5.3602899940507606e-05,-0.7752265277599137
3751,M061218_104_3,6VaVb,Negative,long,0.0001986260667805956,-0.5804068420869538
3753,M061218_109_2,8B,Negative,short,-0.002389781999067896,-0.30008805309695047
3753,M061218_109_2,8B,Negative,medium,-0.0014602542405448055,-0.6481551156687657
3753,M061218_109_2,8B,Negative,long,-0.0009032414340222855,-0.8235588629114846
3768,M061318_006_1,11ml,Positive,short,0.0009396139441124835,-0.03945994881499317
3768,M061318_006_1,11ml,Positive,medium,0.0026391648226044965,0.8697985432933673
3768,M061318_006_1,11ml,Positive,long,0.0019003353814848456,0.2448327443791017
3769,M061318_012_2,12r,Negative,short,-0.00166909200396321,0.3743672249008694
3769,M061318_012_2,12r,Negative,medium,-0.003933654809745623,-0.06326456179651749
3769,M061318_012_2,12r,Negative,long,-0.0032268712169787853,-0.3698682073946731
3770,M061318_013_1,11ml,Positive,short,0.003706117380835285,1.3565719688989955
3770,M061318_013_1,11ml,Positive,medium,0.002512409473804422,1.1483868053570365
3770,M061318_013_1,11ml,Positive,long,0.001845757867270368,1.1041509630081063
3774,M061318_017_5,12l,Positive,short,0.005180605525666734,1.0014531940322318
3774,M061318_017_5,12l,Positive,medium,0.005856629011063197,0.6868571550089451
3774,M061318_017_5,12l,Positive,long,0.004591648093363776,0.3279316230849851
3775,M061318_018_1,12l,Positive,short,0.0037256595924306884,-0.09334483689290723
3775,M061318_018_1,12l,Positive,medium,0.003966031532853122,0.03709310244239275
3775,M061318_018_1,12l,Positive,long,0.003010225893347273,0.10290175611959049
3784,M061318_054_1,13m,Positive,short,0.0010067215202274249,-0.22689302117074103
