flag,pval,slope,r2,area,neuron_label
1,0,-0.00178764365124597,0.753568839953275,12r,X092520_003_2
0,0.692,-0.000619473976811599,0.115559688077162,46d,X092520_007_1
0,0.068,0.000497462044134234,0.206009698380805,46d,X092520_007_2
0,0.134,-0.00108975923102454,0.486694439577518,12r,X092520_011_2
0,0.116,-0.00141317730198926,0.473334582384243,46v,X092520_013_3
0,0.014,-0.000936644259629833,0.463383504485674,46df,X092520_015_3
0,0.284,-0.000640026863527811,0.113107987051949,13l,X092520_038_2
1,0,0.00141418250466774,0.564279617325393,13l,X092520_038_3
0,0.158,-0.00113377191503902,0.496318987875727,46v,X092520_039_3
0,0.261,-0.000869473717319111,0.410047523956444,46v,X092520_040_1
1,0,0.00338756027286909,0.672678619671784,12o,X092520_046_3
1,0,0.00151641750434269,0.720007711813219,12o,X092520_046_4
0,0.17,-0.000421929370070606,0.208745399644421,46v,X092520_050_2
0,0.805,-0.000319442189133167,0.05298740370336,46df,X092520_051_3
0,0.089,0.000983213143652765,0.444334951876387,24c,X092520_054_3
0,0.117,-0.000521958660999212,0.418510707745266,12l,X092520_055_3
1,0,-0.000576342004398099,0.46990676219184,45,X092520_056_3
1,0,-0.00223642080487669,0.867390264453638,46v,X092520_057_2
0,0.358,-0.000732364389969033,0.177043395252864,46v,X092520_060_2
1,0,-0.00283677143101045,0.837211858050745,8B,X092520_063_3
0,0.531,6.10551046794414e-05,0.0237491347941493,8B,X092520_064_2
0,0.077,0.000852007397816507,0.435221373795589,8B,X092520_064_4
1,0,0.00224950391657172,0.768567839881014,45,X092520_078_3
0,0.02,0.000820051182268927,0.438601812817712,45,X092520_078_4
1,0,0.00300831489407663,0.94168844384812,45,X092520_079_2
1,0,0.0026887596726016,0.675243543026497,45,X092520_079_5
1,0,-0.000249627514190814,0.612203250888433,46v,X092520_081_3
0,0.721,0.000303734653028364,0.0485564672283575,6DR,X092520_086_3
1,0,0.00293146874610493,0.911529623854676,45,X092520_091_2
0,0.717,0.000346275892137356,0.0485648184052518,45,X092520_091_3
0,0.061,-0.00124800703395995,0.723134538224402,45,X092520_092_3
1,0,-0.00302512883790352,0.666184830770419,45,X092520_092_4
0,0.715,0.000531062442814958,0.0826954363749292,8B,X092520_096_3
0,0.364,-0.000565798621028729,0.0635916681751278,6VaVb,X092520_102_3
0,0.431,-0.000656926385038759,0.122187942242581,45,X092520_103_3
1,0,0.00158600415055539,0.617292474735386,6DR,X092520_109_2
1,0,0.00265897348230202,0.907917607589316,6DR,X092520_109_3
1,0,-0.00161565655411478,0.72252110325109,6DR,X092520_110_2
0,0.508,-0.000882856176895285,0.164780567294761,6DC,X092520_117_2
0,0.134,-0.00240593387181526,0.440855807667735,6DC,X092520_117_3
0,0.252,-0.00165056844813598,0.335436308184369,6DC,X092520_117_4
0,0.081,0.000260561255121967,0.157775525418389,6DC,X092520_119_1
1,0,0.00341723837740981,0.905467334474697,6VaVb,X092520_128_2
1,0,-0.00199145874702002,0.738032054083267,6DC,X092520_130_3
0,0.576,0.000561786247277529,0.138578310234764,6DC,X092520_132_2
1,0,0.00173804534919589,0.854533608525038,6DC,X092520_132_4
1,0,-0.0027629624013689,0.983678041838874,6VaVb,X092520_138_2
1,0,-0.00295878587729977,0.928630276731978,6VaVb,X092520_139_1
1,0,0.00194725145429841,0.895478931900018,6DC,X092520_140_2
0,0.607,0.000132890083461136,0.075218299995751,6DC,X092520_140_4
0,0.26,-0.000908982369131612,0.109577867108667,12r,X092820_003_2
1,0,-0.00262557919915955,0.969065040444347,12r,X092820_004_3
1,0,0.00166804238909255,0.647261344773914,46d,X092820_007_4
0,0.227,0.000692836793400849,0.421901975468655,12r,X092820_011_3
1,0,-0.00179289666694678,0.862480039519757,46v,X092820_012_3
0,0.546,0.000194736079187058,0.0420841721223715,46df,X092820_015_2
0,0.065,-0.00126565738117701,0.340274554514249,46df,X092820_015_5
0,0.6,-0.000856666219919064,0.199529469588196,24c,X092820_016_4
0,0.013,0.00135691348190083,0.453640356849687,46df,X092820_023_4
0,0.937,9.88950931396036e-05,0.0043132432471491,46df,X092820_023_5
1,0,0.00212371832133828,0.82432048648375,12m,X092820_029_3
1,0,0.000788369312280112,0.859768305160558,13l,X092820_038_3
0,0.03,-0.0018778562703433,0.689158583521808,8B,X092820_053_3
0,0.252,-0.000826856513041999,0.164710978885008,12l,X092820_055_3
0,0.806,-0.000311745394289342,0.0323746828086401,12l,X092820_055_4
0,0.018,0.00228665191042708,0.664557675956835,45,X092820_056_3
0,0.875,-4.15791704655414e-05,0.00873729853786842,46v,X092820_058_3
1,0,0.00252521177574489,0.955600819529909,46v,X092820_060_5
1,0,-0.000508484108268045,0.612555629553217,8B,X092820_064_4
1,0,-0.000973748532274126,0.702585753480223,8B,X092820_064_5
1,0,0.00292862042616212,0.931633486477053,45,X092820_067_4
0,0.419,-0.00149545185970683,0.341520109951007,8B,X092820_075_5
0,0.527,0.00142047725398641,0.257679573734704,8B,X092820_075_6
0,0.232,-0.000792813132171706,0.286025123536264,12l,X092820_077_2
0,0.968,1.20564386901511e-05,7.04591470940263e-05,45,X092820_078_3
0,0.575,-0.000159889771054125,0.0554903872601746,45,X092820_080_3
0,0.02,-0.000195167707546872,0.515325060239478,8B,X092820_084_3
1,0,0.00126094021336933,0.669117588849476,6DR,X092820_086_4
1,0,-0.000505293789543073,0.770032408975334,45,X092820_091_1
0,0.62,-0.000106526162301509,0.0320458897846874,45,X092820_091_3
1,0,-0.00416858956289984,0.862033757385224,45,X092820_091_5
0,0.262,0.000777120595274389,0.379068941765632,45,X092820_092_4
0,0.392,-0.00138462503827002,0.221716112919892,8B,X092820_097_4
1,0,0.000373618266902675,0.756535820203774,8B,X092820_098_3
1,0,-0.00217948100165471,0.949988520504911,6VaVb,X092820_101_2
0,0.994,9.88941589269931e-06,3.84912327935361e-05,6DR,X092820_109_3
0,0.047,0.00142036395303349,0.455230232918936,6DR,X092820_109_4
1,0,0.00394081672407842,0.900376802484546,6VaVb,X092820_114_2
1,0,-0.00302260820767702,0.785254775314418,6DC,X092820_116_3
1,0,-0.000839476061943272,0.593402741610342,6DC,X092820_117_3
1,0,0.0022589138695534,0.731254574627683,6DC,X092820_117_4
0,0.962,-3.44229516971196e-05,0.00030957332303172,6DC,X092820_117_5
1,0,-0.00105072390616301,0.401078674396131,6DC,X092820_119_3
1,0,0.00326286308968956,0.862659277439733,6DC,X092820_132_3
1,0,-0.00228181884706716,0.843985782092248,6VaVb,X092820_139_3
0,0.342,0.000761454675404923,0.366050364809105,6DC,X092820_140_1
0,0.134,0.000490861189030509,0.364210870697736,6DC,X092820_140_2
0,0.443,0.000247254735103491,0.10757385664408,6DC,X092820_140_6
0,0.115,0.000953446291756272,0.470047528470151,6DC,X092820_141_4
0,0.151,0.00102531815336778,0.388647363529104,6DC,X092820_146_3
0,0.136,-0.00118972760034386,0.184097325884185,11ml,X092920_003_6
1,0,-0.00140137083748792,0.481449336984778,46d,X092920_007_3
1,0,0.00106152505560167,0.966684231425645,12r,X092920_011_2
1,0,-0.000661870202075913,0.301675833139102,12r,X092920_011_3
1,0,0.0011734950738438,0.826812808343303,12r,X092920_011_9
0,0.026,0.00068463259359499,0.471494722583124,46df,X092920_015_3
1,0,-0.00150557742047859,0.653046133981218,46df,X092920_015_4
0,0.106,-0.000509274355085355,0.297742967062601,24c,X092920_016_2
0,0.111,0.00139512661920993,0.389852345335499,46df,X092920_023_1
0,0.551,4.45078946151459e-05,0.0226890191829564,46df,X092920_024_2
0,0.356,0.000702499632034571,0.366927372259565,12m,X092920_029_5
1,0,0.000536235931434218,0.734307952908768,13l,X092920_038_6
1,0,0.00185146849549841,0.909375688668909,46df,X092920_042_3
1,0,0.00290402587624586,0.920978844970835,46df,X092920_042_4
0,0.581,-0.000263671412798731,0.0437106718919201,8B,X092920_043_2
1,0,0.00218286052264624,0.782216382017591,46v,X092920_049_3
1,0,0.00247621770277534,0.699311604455742,46v,X092920_050_5
0,0.096,0.00136161584254216,0.417494780530599,12l,X092920_055_3
0,0.478,-0.00055036145825659,0.041669829865923,12l,X092920_055_4
1,0,-0.00189789537632318,0.557969291017162,12l,X092920_055_8
0,0.894,-7.49253822656784e-05,0.00050382537818594,45,X092920_056_2
1,0,0.00289130428380758,0.878986601606858,46v,X092920_059_3
1,0,0.00169500369744901,0.559212630128422,46v,X092920_059_4
0,0.347,-0.00077796786016728,0.142171826569154,46v,X092920_059_5
1,0,-0.000944725358513752,0.566025405725496,8B,X092920_063_5
0,0.258,-0.000423520387487192,0.126753733512593,8B,X092920_063_7
0,0.246,-0.000357365726175678,0.260740200741542,8B,X092920_064_3
0,0.072,0.00124963582870962,0.586835768029602,8B,X092920_064_5
0,0.424,-0.000691797703457708,0.356339081526503,12l,X092920_066_5
1,0,0.00128291264679793,0.752571948429988,12l,X092920_066_6
1,0,-4.42967275800145e-05,0.704162165612968,45,X092920_067_3
1,0,-0.00312204432488614,0.93774801460103,46v,X092920_069_5
0,0.207,0.000406728272896799,0.231011720942739,46v,X092920_070_2
1,0,0.00121837581017333,0.91427087935572,8B,X092920_075_4
1,0,-0.00162340880944055,0.380035092392831,45,X092920_078_2
0,0.18,-0.000976670860967842,0.475980081759664,45,X092920_080_3
0,0.36,-0.000899142539221345,0.272394536575692,24c,X092920_088_1
1,0,-0.00420682883924679,0.94646034345251,45,X092920_091_7
0,0.002,0.000169238380693118,0.337839829531418,45,X092920_091_9
0,0.288,-0.000515026216990546,0.197818072926986,45,X092920_092_3
0,0.703,0.000112254790235367,0.00760415647863122,45,X092920_092_4
1,0,0.0027621127721426,0.948388361170863,8B,X092920_096_2
1,0,0.00186950122195388,0.730734175050791,6VaVb,X092920_102_3
0,0.626,0.0013000144939167,0.214228377838962,45,X092920_103_6
1,0,-0.00309355425607393,0.986897113858632,45,X092920_104_3
1,0,0.00269601300105981,0.848237838634281,6DR,X092920_109_3
0,0.679,0.000444980772172043,0.169351424320628,6DR,X092920_109_6
1,0,-0.00159849787961104,0.961393908919003,6VaVb,X092920_114_2
1,0,-0.00257489618809301,0.836054315730613,6DC,X092920_116_2
0,0.1,-0.000542661539072026,0.533383646454443,6DC,X092920_117_3
0,0.025,-0.00144134310582234,0.768469720774647,6DC,X092920_117_4
0,0.096,-0.00126722891379119,0.355206777769671,6DC,X092920_119_2
1,0,-0.00254256400655272,0.796991514930781,6VaVb,X092920_129_4
1,0,-0.00349259108282682,0.94354873031969,6DC,X092920_130_4
1,0,-0.00215568535156817,0.80177703908861,6DC,X092920_130_5
0,0.767,-0.000629816215410963,0.039940685702973,6DC,X092920_140_3
1,0,0.00102800714500709,0.865170079844108,6DC,X092920_147_7
0,0.394,-0.000723917359367761,0.167994584354048,11ml,X093020_003_2
1,0,-0.000452026200894505,0.245742186900451,12r,X093020_004_8
1,0,0.00115923118176326,0.789805469695662,12r,X093020_011_5
1,0,0.000957682344249848,0.646768565564095,24c,X093020_016_2
0,0.132,0.00101560016593436,0.252039669356992,24c,X093020_016_4
1,0,0.000394687093397955,0.427080652517049,13l,X093020_038_3
0,0.625,0.0010445243651783,0.123929500950176,12o,X093020_046_2
0,0.803,0.000550917286641152,0.0414355364522337,12o,X093020_046_3
1,0,0.00240616476991451,0.840205571746898,24c,X093020_054_3
0,0.037,-0.0015545831970215,0.319327828304454,12l,X093020_055_3
0,0.792,0.000266779364615394,0.0153841838579196,45,X093020_056_3
0,0.307,-0.00045771367735653,0.0494631249051429,45,X093020_056_4
1,0,0.000925179221973252,0.656847515028666,46v,X093020_059_1
0,0.349,0.000476922907242098,0.0807327885150213,46v,X093020_059_2
0,0.054,-0.000616700294151645,0.483820883400213,8B,X093020_063_3
0,0.867,-0.000170327593592441,0.0316290585943592,8B,X093020_064_3
0,0.798,-0.00015531788114654,0.0223887521286024,12l,X093020_066_3
1,0,0.00105925617709126,0.45855365107044,12l,X093020_066_4
1,0,-0.000314640321300626,0.859883231524615,45,X093020_067_3
0,0.012,0.00126720609669505,0.751387864926495,46v,X093020_070_6
0,0.494,-0.000272074220183668,0.0978048840004798,8B,X093020_074_3
1,0,0.00221964372339582,0.968708574812845,12l,X093020_077_2
1,0,-0.00287938298152374,0.710470879181524,45,X093020_078_3
0,0.914,-6.31534297491275e-05,0.0187937175340294,8B,X093020_084_2
1,0,0.00252048746327501,0.766156066433763,8B,X093020_085_3
0,0.946,-0.00010111824716175,0.00407426496311558,8B,X093020_085_4
0,0.149,0.000158755141881973,0.206330225579755,8B,X093020_086_3
0,0.657,-0.000139774955545594,0.00874265139426367,24c,X093020_088_3
1,0,-0.00344449304071324,0.920604166774612,45,X093020_091_4
0,0.247,9.90091278937919e-05,0.0406143348890415,45,X093020_091_5
0,0.241,0.000623700125804625,0.310173012927675,8B,X093020_096_2
1,0,0.00175505622068532,0.943538033365231,8B,X093020_096_3
0,0.588,0.000432938383969104,0.1334760166564,6VaVb,X093020_101_3
1,0,0.00329204121530437,0.806558564221106,6VaVb,X093020_102_3
0,0.199,0.0013295360502263,0.347364951069554,45,X093020_103_6
0,0.482,-0.000882201949026116,0.273411921328586,6DR,X093020_109_1
1,0,0.00154083365901319,0.550916040414053,6DR,X093020_109_2
0,0.005,-0.00186266581485378,0.772219723011261,6DC,X093020_117_1
1,0,-0.000603402675033839,0.68963352346509,6DC,X093020_117_4
0,0.067,-0.00031898595740919,0.398412450237061,6VaVb,X093020_129_3
0,0.766,-0.000609097987972416,0.114076825621508,6DC,X093020_131_2
1,0,-0.00202267514529822,0.60215083003838,6DC,X093020_140_3
0,0.084,0.00280304053999296,0.546061245647464,6DC,X093020_140_4
1,0,0.00348289333695737,0.819370648567011,6DC,X093020_144_3
1,0,0.00179561949601085,0.67848890014923,6DC,X093020_147_5
1,0,-0.00108911716137572,0.650606629668299,11ml,X100120_003_2
0,0.314,0.00106051549849705,0.135144250766213,11ml,X100120_003_3
0,0.541,-0.000833828128224602,0.224019227572545,12r,X100120_004_4
0,0.951,0.000122745215272651,0.00674982270017743,46d,X100120_006_2
1,0,0.0020656881472936,0.84568850733513,12r,X100120_011_3
1,0,0.00263350873518229,0.897564853547412,12r,X100120_011_6
0,0.057,0.00183873298052051,0.707805654166562,46v,X100120_013_4
0,0.393,0.000467037388618384,0.106623935485042,46v,X100120_014_3
1,0,0.00184947719830998,0.743959554849858,46v,X100120_014_4
0,0.024,-0.00270531472184433,0.635972310310218,46df,X100120_015_3
0,0.493,0.000288169791921033,0.0504300345040269,24c,X100120_016_2
0,0.251,-0.000428844883766427,0.242886593576444,46df,X100120_024_3
0,0.956,-6.18341807365651e-05,0.00340177929828733,12m,X100120_029_3
1,0,0.0019095927734577,0.692223617123519,12m,X100120_029_4
0,0.84,0.000317435853392184,0.0368553441429087,46v,X100120_031_3
1,0,0.00205208366635047,0.766314618503842,13l,X100120_038_2
1,0,0.000900133470089793,0.864312966730712,46v,X100120_040_3
0,0.732,-0.000222734015055412,0.0454472689731723,12o,X100120_047_1
1,0,-0.00192374886427731,0.911668528384611,12o,X100120_047_4
1,0,-0.00349387268798969,0.617912113221934,12l,X100120_055_3
1,0,0.00242975820717591,0.668129347195828,45,X100120_056_2
1,0,0.00178413981162181,0.631770052061732,45,X100120_056_3
1,0,0.00276824558694445,0.962273430349653,46v,X100120_058_3
0,0.251,-0.000825284776335315,0.181980616338218,8B,X100120_063_2
0,0.13,-0.000232721613778511,0.104471820528157,8B,X100120_063_3
0,0.281,-0.000874998811583952,0.381676889968958,12l,X100120_066_3
0,0.346,0.000412448944984781,0.122714429963117,12l,X100120_066_4
1,0,0.00269269417581397,0.755851192028125,45,X100120_067_3
0,0.846,3.40159692247184e-05,0.00216921997359365,46v,X100120_070_3
0,0.38,-0.000902658874071807,0.190049538421137,8B,X100120_074_3
